report_id,report_text,site,location,activity,barrier_failure,report_type,sif_potential,predicted_sif,predicted_sif_proba,final_lsr_tag,hazard_categories
OIL_00621,A routine inspection identified minor housekeeping issue during material storage. The issue was corrected without significant safety exposure.,Assam Field,Warehouse,material storage,minor housekeeping issue,UC Observation,0,0,0.00024513046466483437,Hot Work,[]
OIL_00622,A near miss occurred during cable installation when damaged cable was observed at the worksite. The hazard had potential for serious injury or fatality.,Assam Field,Pump Station,cable installation,damaged cable,UC Observation,1,1,0.9922439130950478,Energy Isolation,[]
OIL_00623,"During routine work, driver distraction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Rajasthan Field,Production Field,site shuttle,driver distraction,UA Observation,0,0,0.0007895939056485395,Driving,['vehicle_driving']
OIL_00624,A routine inspection identified unexpected stored energy during equipment servicing. The issue was corrected without significant safety exposure.,Duliajan Field,Production Facility,equipment servicing,unexpected stored energy,UA Observation,0,0,0.00046400025071112325,Energy Isolation,['energy_isolation']
OIL_00625,A near miss occurred during load transfer when inadequate lifting plan was observed at the worksite. The hazard had potential for serious injury or fatality.,Duliajan Field,Construction Area,load transfer,inadequate lifting plan,Near Miss,1,1,0.9925992978063092,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00626,"During routine work, unguarded platform edge was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",West Bengal Field,Tank Farm,elevated maintenance,unguarded platform edge,UA Observation,0,0,0.0007463856067979607,Working at Height,['gravity_height']
OIL_00627,A routine inspection identified inadequate barricading during vehicle movement. The issue was corrected without significant safety exposure.,Duliajan Field,Processing Plant,vehicle movement,inadequate barricading,UA Observation,0,0,0.00038784705946907097,Line of Fire,[]
OIL_00628,"During routine work, minor procedural deviation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Duliajan Field,Office,routine inspection,minor procedural deviation,UC Observation,0,0,0.0005077140547569493,Driving,[]
OIL_00629,A low-severity observation was recorded during confined space entry involving missing entry permit. No high-consequence hazard was identified.,Rajasthan Field,Production Facility,confined space entry,missing entry permit,UA Observation,0,0,2.1820055335951983e-06,Confined Space,['confined_space']
OIL_00630,"During lifting operation, a worker was exposed to a potentially serious hazard because of poor communication. The condition was identified before an injury occurred.",West Bengal Field,Well Pad,lifting operation,poor communication,UC Observation,1,1,0.9999629513640146,Line of Fire,['mechanical_lifting']
OIL_00631,"During routine work, poor labeling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Warehouse,material storage,poor labeling,UA Observation,0,0,0.0006724806491089674,Driving,[]
OIL_00632,A near miss occurred during trenching when unsafe access was observed at the worksite. The hazard had potential for serious injury or fatality.,Gujarat Field,Road Construction Area,trenching,unsafe access,UC Observation,1,1,0.9946794049301901,Work Authorisation,['excavation']
OIL_00633,"A equipment lifting activity was observed with uncontrolled suspended load. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Assam Field,Construction Area,equipment lifting,uncontrolled suspended load,Near Miss,1,1,0.999960739327429,Safe Mechanical Lifting,"['line_of_fire', 'mechanical_lifting']"
OIL_00634,A routine inspection identified incorrect valve identification during valve replacement. The issue was corrected without significant safety exposure.,Odisha Field,Production Facility,valve replacement,incorrect valve identification,UC Observation,0,0,0.0004353636108223139,Energy Isolation,['pressure_process']
OIL_00635,A low-severity observation was recorded during earthwork involving water accumulation. No high-consequence hazard was identified.,Tripura Field,Pipeline Corridor,earthwork,water accumulation,UA Observation,0,0,2.0232496881717658e-06,Work Authorisation,[]
OIL_00636,"During routine work, inadequate lifting plan was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Assam Field,Processing Plant,load transfer,inadequate lifting plan,UC Observation,0,0,0.0007948992123643284,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00637,"During routine work, unsupported excavation wall was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Assam Field,Pipeline Corridor,underground utility work,unsupported excavation wall,UC Observation,0,0,0.0007914580239491316,Work Authorisation,['excavation']
OIL_00638,A low-severity observation was recorded during electrical repair involving missing electrical isolation. No high-consequence hazard was identified.,Rajasthan Field,Workshop,electrical repair,missing electrical isolation,UA Observation,0,0,2.437214566648852e-06,Energy Isolation,"['energy_isolation', 'electrical']"
OIL_00639,"During routine work, inadequate lifting plan was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Drilling Site,material lifting,inadequate lifting plan,Near Miss,0,0,0.0007948992123643284,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00640,Personnel were observed performing electrical repair despite missing electrical isolation. Work was stopped and the unsafe condition was corrected.,Tripura Field,Production Facility,electrical repair,missing electrical isolation,Near Miss,1,1,0.9682458000223327,Energy Isolation,"['energy_isolation', 'electrical']"
OIL_00641,A routine inspection identified incorrect valve identification during pump maintenance. The issue was corrected without significant safety exposure.,Gujarat Field,Maintenance Workshop,pump maintenance,incorrect valve identification,Near Miss,0,0,0.00040279133047082383,Energy Isolation,['pressure_process']
OIL_00642,A low-severity observation was recorded during confined space entry involving no gas testing. No high-consequence hazard was identified.,Tripura Field,Storage Tank,confined space entry,no gas testing,UC Observation,0,0,2.4518402655240485e-06,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_00643,"During routine work, missing electrical isolation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Pump Station,electrical testing,missing electrical isolation,UA Observation,0,0,0.0008718849526291129,Energy Isolation,"['energy_isolation', 'electrical']"
OIL_00644,"During tank cleaning, a minor issue involving inadequate ventilation was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Process Vessel,tank cleaning,inadequate ventilation,UA Observation,0,0,0.017304489996128013,Confined Space,['confined_space']
OIL_00645,"During confined space entry, a minor issue involving inadequate ventilation was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Process Vessel,confined space entry,inadequate ventilation,UC Observation,0,0,0.020316691835978177,Confined Space,['confined_space']
OIL_00646,A low-severity observation was recorded during foundation work involving unsupported excavation wall. No high-consequence hazard was identified.,Odisha Field,Road Construction Area,foundation work,unsupported excavation wall,UA Observation,0,0,2.626853038430504e-06,Work Authorisation,['excavation']
OIL_00647,"During excavation, a minor issue involving unsafe access was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Road Construction Area,excavation,unsafe access,UA Observation,0,0,0.025864803002780618,Work Authorisation,['excavation']
OIL_00648,"During lifting operation, a minor issue involving poor communication was observed. No significant exposure to serious injury or fatality potential was identified.",Assam Field,Well Pad,lifting operation,poor communication,UC Observation,0,0,0.017660665556302385,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00649,"During office activity, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Office,office activity,minor procedural deviation,UA Observation,0,0,0.017138369066214146,Energy Isolation,[]
OIL_00650,A routine inspection identified poor labeling during material storage. The issue was corrected without significant safety exposure.,Gujarat Field,Administrative Building,material storage,poor labeling,Near Miss,0,0,0.00034262420475734886,Line of Fire,[]
OIL_00651,A low-severity observation was recorded during grinding involving poor spark containment. No high-consequence hazard was identified.,Bihar Field,Tank Farm,grinding,poor spark containment,UC Observation,0,0,2.2365879365261758e-06,Hot Work,['hot_work_fire']
OIL_00652,"During routine operations, unsupported excavation wall was identified while carrying out trenching. Immediate intervention was required to prevent a serious incident.",Bihar Field,Production Facility,trenching,unsupported excavation wall,UA Observation,1,1,0.9933932832802621,Work Authorisation,['excavation']
OIL_00653,Personnel were observed performing material handling despite worker inside exclusion zone. Work was stopped and the unsafe condition was corrected.,Bihar Field,Drilling Site,material handling,worker inside exclusion zone,UC Observation,1,1,0.9420918530293946,Line of Fire,[]
OIL_00654,"During routine work, inadequate barricading was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",West Bengal Field,Well Pad,foundation work,inadequate barricading,UC Observation,0,0,0.0007201074206384375,Work Authorisation,[]
OIL_00655,A low-severity observation was recorded during transportation involving fatigue. No high-consequence hazard was identified.,Odisha Field,Remote Site,transportation,fatigue,UC Observation,0,0,2.319007029143039e-06,Driving,['vehicle_driving']
OIL_00656,"During routine inspection, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",Naharkatiya Field,Warehouse,routine inspection,minor procedural deviation,UA Observation,0,0,0.012887455409164918,Energy Isolation,[]
OIL_00657,"During material handling, a minor issue involving load path not controlled was observed. No significant exposure to serious injury or fatality potential was identified.",Digboi Field,Construction Area,material handling,load path not controlled,UA Observation,0,0,0.025069551464765995,Line of Fire,['line_of_fire']
OIL_00658,"During routine operations, inadequate barricading was identified while carrying out pressure testing. Immediate intervention was required to prevent a serious incident.",Bihar Field,Drilling Site,pressure testing,inadequate barricading,Near Miss,1,1,0.9939631172616549,Line of Fire,['pressure_process']
OIL_00659,A low-severity observation was recorded during pipeline maintenance involving unexpected stored energy. No high-consequence hazard was identified.,Assam Field,Well Pad,pipeline maintenance,unexpected stored energy,UC Observation,0,0,2.330695608051007e-06,Energy Isolation,['energy_isolation']
OIL_00660,A low-severity observation was recorded during pressure testing involving inadequate barricading. No high-consequence hazard was identified.,Odisha Field,Construction Area,pressure testing,inadequate barricading,UC Observation,0,0,2.076779316571698e-06,Energy Isolation,['pressure_process']
OIL_00661,A near miss occurred during foundation work when inadequate barricading was observed at the worksite. The hazard had potential for serious injury or fatality.,Assam Field,Well Pad,foundation work,inadequate barricading,UC Observation,1,1,0.9932650851995559,Work Authorisation,[]
OIL_00662,"During routine work, unguarded platform edge was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Maintenance Area,elevated maintenance,unguarded platform edge,UA Observation,0,0,0.0007463856067979607,Working at Height,['gravity_height']
OIL_00663,"During vehicle driving, a minor issue involving seat belt not used was observed. No significant exposure to serious injury or fatality potential was identified.",Bihar Field,Camp Road,vehicle driving,seat belt not used,UA Observation,0,0,0.027808356747497483,Driving,['vehicle_driving']
OIL_00664,"During routine work, obstruction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Rajasthan Field,Warehouse,material storage,obstruction,UA Observation,0,0,0.0007117089804796726,Driving,[]
OIL_00665,"During vehicle driving, a minor issue involving driver distraction was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Plant Road,vehicle driving,driver distraction,UC Observation,0,0,0.0239331522410066,Driving,['vehicle_driving']
OIL_00666,A routine inspection identified missing anchor point during roof maintenance. The issue was corrected without significant safety exposure.,Digboi Field,Construction Site,roof maintenance,missing anchor point,UA Observation,0,0,0.00042245068277289903,Working at Height,['gravity_height']
OIL_00667,"During routine work, unsupported excavation wall was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Well Pad,foundation work,unsupported excavation wall,UA Observation,0,0,0.0007914580239491316,Work Authorisation,['excavation']
OIL_00668,"During cable installation, a minor issue involving damaged cable was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Processing Plant,cable installation,damaged cable,UC Observation,0,0,0.02320719807693284,Energy Isolation,[]
OIL_00669,"During electrical maintenance, a worker was exposed to a potentially serious hazard because of incorrect valve identification. The condition was identified before an injury occurred.",Assam Field,Maintenance Workshop,electrical maintenance,incorrect valve identification,Near Miss,1,1,0.9999647484171934,Energy Isolation,"['electrical', 'pressure_process']"
OIL_00670,"During housekeeping, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",Rajasthan Field,Canteen,housekeeping,minor procedural deviation,UA Observation,0,0,0.014285223887876883,Energy Isolation,[]
OIL_00671,"A roof maintenance activity was observed with unguarded platform edge. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Bihar Field,Warehouse,roof maintenance,unguarded platform edge,Near Miss,1,1,0.9999515278996621,Working at Height,['gravity_height']
OIL_00672,A routine inspection identified inadequate barricading during excavation. The issue was corrected without significant safety exposure.,West Bengal Field,Pipeline Corridor,excavation,inadequate barricading,UA Observation,0,0,0.0004118969163019098,Work Authorisation,['excavation']
OIL_00673,"During routine work, insufficient fire watch was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Rajasthan Field,Tank Farm,gas cutting,insufficient fire watch,UA Observation,0,0,0.0007894115050355256,Hot Work,['hot_work_fire']
OIL_00674,Personnel were observed during confined space entry; missing entry permit was noted and corrected as a routine safety improvement.,Assam Field,Water Treatment Area,confined space entry,missing entry permit,UC Observation,0,0,0.03407190948768325,Confined Space,['confined_space']
OIL_00675,"During pipeline maintenance, a minor issue involving incorrect valve identification was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Processing Plant,pipeline maintenance,incorrect valve identification,UA Observation,0,0,0.018426200299823135,Energy Isolation,['pressure_process']
OIL_00676,Personnel were observed during foundation work; inadequate barricading was noted and corrected as a routine safety improvement.,Bihar Field,Production Facility,foundation work,inadequate barricading,UC Observation,0,0,0.026138598813347357,Work Authorisation,[]
OIL_00677,A near miss occurred during foundation work when missing utility identification was observed at the worksite. The hazard had potential for serious injury or fatality.,Rajasthan Field,Construction Site,foundation work,missing utility identification,Near Miss,1,1,0.992525540126294,Work Authorisation,[]
OIL_00678,A routine inspection identified missing utility identification during underground utility work. The issue was corrected without significant safety exposure.,Gujarat Field,Pipeline Corridor,underground utility work,missing utility identification,Near Miss,0,0,0.00048440244174695086,Work Authorisation,['excavation']
OIL_00679,"During site shuttle, a minor issue involving poor vehicle condition was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Plant Road,site shuttle,poor vehicle condition,UA Observation,0,0,0.025537809090283272,Driving,['vehicle_driving']
OIL_00680,"During routine work, missing entry permit was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Water Treatment Area,vessel inspection,missing entry permit,UA Observation,0,0,0.0007716939088822329,Confined Space,['confined_space']
OIL_00681,A low-severity observation was recorded during grinding involving insufficient fire watch. No high-consequence hazard was identified.,Digboi Field,Production Facility,grinding,insufficient fire watch,UC Observation,0,0,2.2379903913559995e-06,Hot Work,['hot_work_fire']
OIL_00682,A routine inspection identified unsupported excavation wall during underground utility work. The issue was corrected without significant safety exposure.,Tripura Field,Production Facility,underground utility work,unsupported excavation wall,UC Observation,0,0,0.0004994748287158007,Work Authorisation,['excavation']
OIL_00683,"During field transportation, a minor issue involving seat belt not used was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Production Field,field transportation,seat belt not used,UC Observation,0,0,0.026297118942089984,Driving,['vehicle_driving']
OIL_00684,A near miss occurred during earthwork when unsafe access was observed at the worksite. The hazard had potential for serious injury or fatality.,Tripura Field,Construction Site,earthwork,unsafe access,Near Miss,1,1,0.9940631929274021,Work Authorisation,[]
OIL_00685,A near miss occurred during hot work maintenance when flammable material not removed was observed at the worksite. The hazard had potential for serious injury or fatality.,Assam Field,Tank Farm,hot work maintenance,flammable material not removed,UA Observation,1,1,0.9928950954563582,Hot Work,['hot_work_fire']
OIL_00686,"A manhole entry activity was observed with no gas testing. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Rajasthan Field,Process Vessel,manhole entry,no gas testing,UA Observation,1,1,0.9999567218894194,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_00687,Personnel were observed during general maintenance; incorrect storage was noted and corrected as a routine safety improvement.,Rajasthan Field,Warehouse,general maintenance,incorrect storage,UA Observation,0,0,0.023461658122100864,Energy Isolation,[]
OIL_00688,"During material lifting, a minor issue involving damaged sling was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Processing Plant,material lifting,damaged sling,UC Observation,0,0,0.017956870051016312,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00689,"During valve replacement, a minor issue involving missing isolation verification was observed. No significant exposure to serious injury or fatality potential was identified.",Gujarat Field,Processing Plant,valve replacement,missing isolation verification,UC Observation,0,0,0.02417771328911081,Energy Isolation,"['energy_isolation', 'pressure_process']"
OIL_00690,Personnel were observed performing scaffold work despite inadequate scaffold inspection. Work was stopped and the unsafe condition was corrected.,Gujarat Field,Tank Farm,scaffold work,inadequate scaffold inspection,Near Miss,1,1,0.9625845254020766,Working at Height,['gravity_height']
OIL_00691,A routine inspection identified uncontrolled suspended load during equipment lifting. The issue was corrected without significant safety exposure.,Digboi Field,Processing Plant,equipment lifting,uncontrolled suspended load,UC Observation,0,0,0.0005157927155142462,Line of Fire,"['line_of_fire', 'mechanical_lifting']"
OIL_00692,A routine inspection identified seat belt not used during heavy vehicle operation. The issue was corrected without significant safety exposure.,Assam Field,Camp Road,heavy vehicle operation,seat belt not used,UA Observation,0,0,0.00044854018918677143,Driving,['vehicle_driving']
OIL_00693,"A underground utility work activity was observed with missing utility identification. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Tripura Field,Construction Site,underground utility work,missing utility identification,UA Observation,1,1,0.9999565914808644,Work Authorisation,['excavation']
OIL_00694,A low-severity observation was recorded during general maintenance involving poor labeling. No high-consequence hazard was identified.,Odisha Field,Warehouse,general maintenance,poor labeling,UC Observation,0,0,1.7541895844830646e-06,Energy Isolation,[]
OIL_00695,"During vehicle movement, a minor issue involving load path not controlled was observed. No significant exposure to serious injury or fatality potential was identified.",Digboi Field,Processing Plant,vehicle movement,load path not controlled,UC Observation,0,0,0.027275145115219477,Line of Fire,['line_of_fire']
OIL_00696,Personnel were observed during platform inspection; missing anchor point was noted and corrected as a routine safety improvement.,Odisha Field,Maintenance Area,platform inspection,missing anchor point,UA Observation,0,0,0.02898797589959663,Working at Height,[]
OIL_00697,A routine inspection identified flammable material not removed during hot work maintenance. The issue was corrected without significant safety exposure.,Rajasthan Field,Processing Plant,hot work maintenance,flammable material not removed,UC Observation,0,0,0.0004980481875970044,Hot Work,['hot_work_fire']
OIL_00698,A routine inspection identified insufficient fire watch during hot work maintenance. The issue was corrected without significant safety exposure.,Naharkatiya Field,Processing Plant,hot work maintenance,insufficient fire watch,UC Observation,0,0,0.0004739949991834806,Hot Work,['hot_work_fire']
OIL_00699,"During electrical testing, a minor issue involving damaged cable was observed. No significant exposure to serious injury or fatality potential was identified.",Assam Field,Production Facility,electrical testing,damaged cable,Near Miss,0,0,0.019100481705167018,Energy Isolation,['electrical']
OIL_00700,A low-severity observation was recorded during switchgear inspection involving incorrect PPE. No high-consequence hazard was identified.,Rajasthan Field,Workshop,switchgear inspection,incorrect PPE,UA Observation,0,0,1.924918317081896e-06,Energy Isolation,[]
OIL_00701,Personnel were observed during equipment servicing; unexpected stored energy was noted and corrected as a routine safety improvement.,Duliajan Field,Maintenance Workshop,equipment servicing,unexpected stored energy,UA Observation,0,0,0.03811743579348032,Energy Isolation,['energy_isolation']
OIL_00702,A low-severity observation was recorded during elevated maintenance involving missing fall protection. No high-consequence hazard was identified.,Rajasthan Field,Construction Site,elevated maintenance,missing fall protection,UA Observation,0,0,2.12340145039905e-06,Working at Height,['gravity_height']
OIL_00703,"During office activity, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Workshop,office activity,minor procedural deviation,UC Observation,0,0,0.017138369066214146,Energy Isolation,[]
OIL_00704,A routine inspection identified missing utility identification during earthwork. The issue was corrected without significant safety exposure.,Assam Field,Production Facility,earthwork,missing utility identification,UC Observation,0,0,0.00035961599203084785,Work Authorisation,[]
OIL_00705,A low-severity observation was recorded during gas cutting involving insufficient fire watch. No high-consequence hazard was identified.,Tripura Field,Workshop,gas cutting,insufficient fire watch,UC Observation,0,0,2.2853596917737326e-06,Hot Work,['hot_work_fire']
OIL_00706,Personnel were observed during trenching; missing utility identification was noted and corrected as a routine safety improvement.,Naharkatiya Field,Road Construction Area,trenching,missing utility identification,UA Observation,0,0,0.02983063475632948,Work Authorisation,['excavation']
OIL_00707,A near miss occurred during underground utility work when water accumulation was observed at the worksite. The hazard had potential for serious injury or fatality.,Bihar Field,Production Facility,underground utility work,water accumulation,UC Observation,1,1,0.9930318761540247,Work Authorisation,['excavation']
OIL_00708,"During routine work, poor rigging was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Construction Area,equipment lifting,poor rigging,Near Miss,0,0,0.0008083855726992601,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00709,"During routine work, speeding was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Tripura Field,Field Road,field transportation,speeding,UC Observation,0,0,0.0008097729391819406,Driving,['vehicle_driving']
OIL_00710,"During ladder work, a minor issue involving unguarded platform edge was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Construction Site,ladder work,unguarded platform edge,UA Observation,0,0,0.024574086933937554,Working at Height,['gravity_height']
OIL_00711,Personnel were observed during material handling; poor communication was noted and corrected as a routine safety improvement.,Gujarat Field,Processing Plant,material handling,poor communication,UC Observation,0,0,0.025885789750829724,Line of Fire,[]
OIL_00712,"During pipeline maintenance, a minor issue involving incomplete isolation was observed. No significant exposure to serious injury or fatality potential was identified.",Gujarat Field,Pump Station,pipeline maintenance,incomplete isolation,UC Observation,0,0,0.01878885214535764,Energy Isolation,['energy_isolation']
OIL_00713,"During ladder work, a worker was exposed to a potentially serious hazard because of inadequate scaffold inspection. The condition was identified before an injury occurred.",Assam Field,Processing Plant,ladder work,inadequate scaffold inspection,UA Observation,1,1,0.9999674933006015,Working at Height,['gravity_height']
OIL_00714,"During material handling, a minor issue involving worker inside exclusion zone was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Drilling Site,material handling,worker inside exclusion zone,Near Miss,0,0,0.026345575688937924,Line of Fire,[]
OIL_00715,Personnel were observed during confined space entry; inadequate ventilation was noted and corrected as a routine safety improvement.,Odisha Field,Sewer Area,confined space entry,inadequate ventilation,UC Observation,0,0,0.030873449838511837,Confined Space,['confined_space']
OIL_00716,A routine inspection identified unguarded platform edge during platform inspection. The issue was corrected without significant safety exposure.,Assam Field,Construction Site,platform inspection,unguarded platform edge,UC Observation,0,0,0.0004270073097313302,Working at Height,['gravity_height']
OIL_00717,A routine inspection identified driver distraction during vehicle driving. The issue was corrected without significant safety exposure.,Digboi Field,Camp Road,vehicle driving,driver distraction,UA Observation,0,0,0.00043029588074450323,Driving,['vehicle_driving']
OIL_00718,"During routine work, no gas testing was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Process Vessel,pit cleaning,no gas testing,UC Observation,0,0,0.0008489339732080668,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_00719,"During scaffold work, a minor issue involving missing fall protection was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Processing Plant,scaffold work,missing fall protection,UC Observation,0,0,0.02168620613475063,Working at Height,['gravity_height']
OIL_00720,A near miss occurred during trenching when unsupported excavation wall was observed at the worksite. The hazard had potential for serious injury or fatality.,Gujarat Field,Construction Site,trenching,unsupported excavation wall,Near Miss,1,1,0.9923720894882604,Work Authorisation,['excavation']
OIL_00721,A low-severity observation was recorded during housekeeping involving poor labeling. No high-consequence hazard was identified.,Naharkatiya Field,Canteen,housekeeping,poor labeling,UA Observation,0,0,1.811245488004872e-06,Line of Fire,[]
OIL_00722,"During routine work, incorrect valve identification was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Processing Plant,electrical maintenance,incorrect valve identification,UC Observation,0,0,0.0007592904591467597,Energy Isolation,['pressure_process']
OIL_00723,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Workshop,crane lifting,damaged sling,Near Miss,0,0,0.0008168242913776626,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00724,"During roof maintenance, a minor issue involving inadequate scaffold inspection was observed. No significant exposure to serious injury or fatality potential was identified.",Rajasthan Field,Maintenance Area,roof maintenance,inadequate scaffold inspection,Near Miss,0,0,0.01762398577559505,Working at Height,['gravity_height']
OIL_00725,A low-severity observation was recorded during grinding involving flammable material not removed. No high-consequence hazard was identified.,Digboi Field,Processing Plant,grinding,flammable material not removed,UC Observation,0,0,2.3061596141685615e-06,Hot Work,['hot_work_fire']
OIL_00726,Personnel were observed performing pipe handling despite load path not controlled. Work was stopped and the unsafe condition was corrected.,Odisha Field,Drilling Site,pipe handling,load path not controlled,UA Observation,1,1,0.9549057770757163,Line of Fire,['line_of_fire']
OIL_00727,"During excavation, a minor issue involving unsupported excavation wall was observed. No significant exposure to serious injury or fatality potential was identified.",Tripura Field,Production Facility,excavation,unsupported excavation wall,UA Observation,0,0,0.025294918503278762,Work Authorisation,['excavation']
OIL_00728,Personnel were observed performing switchgear inspection despite incorrect PPE. Work was stopped and the unsafe condition was corrected.,Naharkatiya Field,Processing Plant,switchgear inspection,incorrect PPE,Near Miss,1,1,0.9579409096597278,Energy Isolation,[]
OIL_00729,Personnel were observed performing pit cleaning despite no gas testing. Work was stopped and the unsafe condition was corrected.,Duliajan Field,Production Facility,pit cleaning,no gas testing,Near Miss,1,1,0.9569947676501046,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_00730,Personnel were observed performing valve replacement despite incomplete isolation. Work was stopped and the unsafe condition was corrected.,West Bengal Field,Pump Station,valve replacement,incomplete isolation,Near Miss,1,1,0.9609405816659973,Energy Isolation,"['energy_isolation', 'pressure_process']"
OIL_00731,Personnel were observed performing welding despite flammable material not removed. Work was stopped and the unsafe condition was corrected.,Digboi Field,Fabrication Yard,welding,flammable material not removed,Near Miss,1,1,0.9758242116645006,Hot Work,['hot_work_fire']
OIL_00732,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Digboi Field,Processing Plant,material lifting,damaged sling,UA Observation,0,0,0.0008168242913776626,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00733,"During routine inspection, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Office,routine inspection,minor procedural deviation,UA Observation,0,0,0.012887455409164918,Energy Isolation,[]
OIL_00734,"During routine work, inadequate grounding was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",West Bengal Field,Processing Plant,panel maintenance,inadequate grounding,UA Observation,0,0,0.0007925332541323589,Energy Isolation,['electrical']
OIL_00735,"During confined space entry, a minor issue involving no standby person was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Storage Tank,confined space entry,no standby person,UA Observation,0,0,0.023851989221564226,Confined Space,['confined_space']
OIL_00736,A routine inspection identified overloaded crane during equipment lifting. The issue was corrected without significant safety exposure.,Tripura Field,Construction Area,equipment lifting,overloaded crane,UC Observation,0,0,0.00045860890865456505,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00737,A routine inspection identified no gas testing during manhole entry. The issue was corrected without significant safety exposure.,Naharkatiya Field,Water Treatment Area,manhole entry,no gas testing,UC Observation,0,0,0.0004493238183058826,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_00738,"During routine work, improper ladder use was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Bihar Field,Processing Plant,ladder work,improper ladder use,UA Observation,0,0,0.0007994375993015061,Working at Height,['gravity_height']
OIL_00739,A routine inspection identified poor labeling during office activity. The issue was corrected without significant safety exposure.,Digboi Field,Administrative Building,office activity,poor labeling,UC Observation,0,0,0.00034783103750958745,Line of Fire,[]
OIL_00740,A low-severity observation was recorded during lifting operation involving poor communication. No high-consequence hazard was identified.,Assam Field,Construction Area,lifting operation,poor communication,UA Observation,0,0,2.2318906249936235e-06,Safe Mechanical Lifting,['mechanical_lifting']
OIL_00741,"During routine operations, seat belt not used was identified while carrying out site shuttle. Immediate intervention was required to prevent a serious incident.",Odisha Field,Plant Road,site shuttle,seat belt not used,Near Miss,1,1,0.9938376441548452,Driving,['vehicle_driving']
